month,year,zcta,desc_crime_type,population,count,rate
Jan,2023,78228,mvt,55474,102,183.86992104409273
Jan,2023,78228,other,55474,142,255.975772433933
Jan,2023,78228,robbery,55474,5,9.013231423730037
Jan,2023,78228,theft,55474,59,106.35613080001443
Jan,2023,78228,weapon,55474,7,12.61852399322205
Jan,2023,78229,arson,35195,1,2.841312686461145
Jan,2023,78229,assault,35195,78,221.62238954396932
Jan,2023,78229,burglary,35195,19,53.98494104276176
Jan,2023,78229,drugs,35195,22,62.50887910214519
Jan,2023,78229,homicide,35195,1,2.841312686461145
Jan,2023,78229,mvt,35195,186,528.484159681773
Jan,2023,78229,other,35195,116,329.5922716294928
Jan,2023,78229,robbery,35195,2,5.68262537292229
Jan,2023,78229,sex crimes,35195,4,11.36525074584458
Jan,2023,78229,theft,35195,61,173.32007387412983
Jan,2023,78229,weapon,35195,3,8.523938059383434
Jan,2023,78230,assault,42070,52,123.60351794628
Jan,2023,78230,burglary,42070,21,49.91680532445923
Jan,2023,78230,drugs,42070,16,38.03185167577847
Jan,2023,78230,mvt,42070,156,370.81055383884006
Jan,2023,78230,other,42070,104,247.20703589256
Jan,2023,78230,robbery,42070,5,11.884953648680769
Jan,2023,78230,sex crimes,42070,5,11.884953648680769
Jan,2023,78230,theft,42070,43,102.21060137865462
Jan,2023,78230,weapon,42070,2,4.753981459472309
Jan,2023,78231,assault,9966,2,20.06823198876179
Jan,2023,78231,burglary,9966,3,30.102347983142685
Jan,2023,78231,mvt,9966,23,230.7846678707606
Jan,2023,78231,other,9966,25,250.85289985952238
Jan,2023,78231,robbery,9966,2,20.06823198876179
Jan,2023,78231,theft,9966,5,50.17057997190447
Jan,2023,78232,assault,36277,23,63.401053008793454
Jan,2023,78232,burglary,36277,8,22.052540176971636
Jan,2023,78232,drugs,36277,4,11.026270088485818
Jan,2023,78232,mvt,36277,68,187.4465915042589
Jan,2023,78232,other,36277,45,124.04553849546544
Jan,2023,78232,robbery,36277,2,5.513135044242909
Jan,2023,78232,sex crimes,36277,1,2.7565675221214545
Jan,2023,78232,theft,36277,26,71.67075557515781
Jan,2023,78232,weapon,36277,1,2.7565675221214545
Jan,2023,78233,assault,47659,33,69.24190604083175
Jan,2023,78233,burglary,47659,12,25.178874923938817
Jan,2023,78233,drugs,47659,12,25.178874923938817
Jan,2023,78233,homicide,47659,1,2.098239576994901
Jan,2023,78233,mvt,47659,50,104.91197884974505
Jan,2023,78233,other,47659,52,109.10845800373487
Jan,2023,78233,sex crimes,47659,5,10.491197884974506
Jan,2023,78233,theft,47659,39,81.83134350280115
Jan,2023,78233,weapon,47659,2,4.196479153989802
Jan,2023,78234,mvt,6281,1,15.92103168285305
Jan,2023,78234,sex crimes,6281,1,15.92103168285305
Jan,2023,78235,assault,2440,5,204.91803278688525
Jan,2023,78235,mvt,2440,15,614.7540983606557
Jan,2023,78235,other,2440,9,368.8524590163934
Jan,2023,78235,robbery,2440,1,40.98360655737705
Jan,2023,78235,sex crimes,2440,1,40.98360655737705
Jan,2023,78235,theft,2440,2,81.9672131147541
Jan,2023,78237,arson,36930,1,2.707825616030328
Jan,2023,78237,assault,36930,86,232.87300297860818
Jan,2023,78237,burglary,36930,14,37.90955862442459
Jan,2023,78237,drugs,36930,33,89.35824532900081
Jan,2023,78237,mvt,36930,45,121.85215272136475
Jan,2023,78237,other,36930,115,311.39994584348767
Jan,2023,78237,robbery,36930,7,18.954779312212295
Jan,2023,78237,sex crimes,36930,2,5.415651232060656
Jan,2023,78237,theft,36930,43,116.43650148930409
Jan,2023,78237,weapon,36930,10,27.078256160303276
Jan,2023,78238,assault,26250,35,133.33333333333334
Jan,2023,78238,burglary,26250,18,68.57142857142857
Jan,2023,78238,drugs,26250,13,49.523809523809526
Jan,2023,78238,mvt,26250,149,567.6190476190476
Jan,2023,78238,other,26250,104,396.1904761904762
Jan,2023,78238,robbery,26250,3,11.428571428571429
Jan,2023,78238,sex crimes,26250,4,15.238095238095237
Jan,2023,78238,theft,26250,29,110.47619047619048
Jan,2023,78238,weapon,26250,6,22.857142857142858
Jan,2023,78239,assault,29855,2,6.69904538603249
Jan,2023,78239,mvt,29855,12,40.19427231619494
Jan,2023,78239,other,29855,6,20.09713615809747
Jan,2023,78240,assault,57014,73,128.03872733012943
Jan,2023,78240,burglary,57014,21,36.83305854702354
Jan,2023,78240,drugs,57014,8,14.031641351247064
Jan,2023,78240,mvt,57014,123,215.73648577542357
Jan,2023,78240,other,57014,106,185.9192479040236
Jan,2023,78240,robbery,57014,3,5.2618655067176485
Jan,2023,78240,sex crimes,57014,1,1.753955168905883
Jan,2023,78240,theft,57014,63,110.49917564107061
Jan,2023,78240,weapon,57014,7,12.27768618234118
Jan,2023,78242,assault,35976,43,119.52412719590838
Jan,2023,78242,burglary,35976,11,30.57593951523238
Jan,2023,78242,drugs,35976,16,44.474093840338
Jan,2023,78242,homicide,35976,1,2.779630865021125
Jan,2023,78242,mvt,35976,67,186.23526795641538
Jan,2023,78242,other,35976,63,175.11674449633088
Jan,2023,78242,robbery,35976,3,8.338892595063374
Jan,2023,78242,sex crimes,35976,3,8.338892595063374
Jan,2023,78242,theft,35976,17,47.253724705359126
Jan,2023,78242,weapon,35976,7,19.457416055147874
Jan,2023,78244,assault,37861,18,47.54232587623148
Jan,2023,78244,burglary,37861,6,15.847441958743826
Jan,2023,78244,drugs,37861,2,5.282480652914609
Jan,2023,78244,mvt,37861,9,23.77116293811574
Jan,2023,78244,other,37861,23,60.748527508517995
Jan,2023,78244,sex crimes,37861,1,2.6412403264573046
Jan,2023,78244,theft,37861,11,29.05364359103035
Jan,2023,78245,assault,91388,42,45.95789381538058
Jan,2023,78245,burglary,91388,15,16.413533505493064
Jan,2023,78245,drugs,91388,14,15.319297938460192
Jan,2023,78245,mvt,91388,162,177.26616185932505
Jan,2023,78245,other,91388,116,126.93132577581302
Jan,2023,78245,robbery,91388,3,3.2827067010986126
Jan,2023,78245,sex crimes,91388,4,4.376942268131484
Jan,2023,78245,theft,91388,28,30.638595876920384
Jan,2023,78245,weapon,91388,1,1.094235567032871
Jan,2023,78247,assault,51979,18,34.62936955308874
Jan,2023,78247,burglary,51979,9,17.31468477654437
Jan,2023,78247,drugs,51979,6,11.543123184362916
Jan,2023,78247,mvt,51979,23,44.24863887339118
Jan,2023,78247,other,51979,54,103.88810865926625
Jan,2023,78247,robbery,51979,1,1.923853864060486
Jan,2023,78247,sex crimes,51979,3,5.771561592181458
Jan,2023,78247,theft,51979,21,40.40093114527021
Jan,2023,78248,burglary,14127,2,14.157287463721952
Jan,2023,78248,mvt,14127,10,70.78643731860976
Jan,2023,78248,other,14127,4,28.314574927443903
Jan,2023,78248,theft,14127,7,49.55050612302683
Jan,2023,78249,assault,61772,52,84.18053487016772
Jan,2023,78249,burglary,61772,14,22.663990157352846
Jan,2023,78249,drugs,61772,5,8.094282199054588
Jan,2023,78249,mvt,61772,144,233.11532733277215
Jan,2023,78249,other,61772,120,194.26277277731012
Jan,2023,78249,robbery,61772,5,8.094282199054588
Jan,2023,78249,sex crimes,61772,6,9.713138638865505
Jan,2023,78249,theft,61772,47,76.08625267111313
Jan,2023,78249,weapon,61772,5,8.094282199054588
Jan,2023,78250,assault,57849,32,55.31642725025497
Jan,2023,78250,burglary,57849,8,13.829106812563742
Jan,2023,78250,drugs,57849,7,12.100468460993277
Jan,2023,78250,mvt,57849,60,103.71830109422808
Jan,2023,78250,other,57849,69,119.27604625836229
Jan,2023,78250,robbery,57849,2,3.4572767031409355
Jan,2023,78250,sex crimes,57849,1,1.7286383515704677
Jan,2023,78250,theft,57849,30,51.85915054711404
Jan,2023,78250,weapon,57849,1,1.7286383515704677
Jan,2023,78251,assault,61683,43,69.71126566476987
Jan,2023,78251,burglary,61683,10,16.2119222476209
Jan,2023,78251,drugs,61683,8,12.96953779809672
Jan,2023,78251,mvt,61683,198,320.99606050289384
Jan,2023,78251,other,61683,111,179.95233694859198
Jan,2023,78251,robbery,61683,3,4.8635766742862705
Jan,2023,78251,sex crimes,61683,4,6.48476889904836
Jan,2023,78251,theft,61683,59,95.65034126096332
Jan,2023,78251,weapon,61683,2,3.24238444952418
Jan,2023,78252,arson,18256,1,5.4776511831726555
Jan,2023,78252,assault,18256,9,49.2988606485539
Jan,2023,78252,burglary,18256,1,5.4776511831726555
Jan,2023,78252,drugs,18256,3,16.43295354951797
Jan,2023,78252,mvt,18256,12,65.73181419807187
Jan,2023,78252,other,18256,28,153.37423312883436
Jan,2023,78252,robbery,18256,1,5.4776511831726555
Jan,2023,78252,theft,18256,6,32.86590709903594
Jan,2023,78252,weapon,18256,1,5.4776511831726555
Jan,2023,78253,assault,67578,5,7.3988576163840305
Jan,2023,78253,burglary,67578,1,1.479771523276806
Jan,2023,78253,mvt,67578,12,17.757258279321672
Jan,2023,78253,other,67578,14,20.716801325875284
Jan,2023,78253,theft,67578,6,8.878629139660836
Jan,2023,78254,assault,78865,19,24.091802447219933
Jan,2023,78254,burglary,78865,5,6.339948012426299
Jan,2023,78254,mvt,78865,30,38.03968807455779
Jan,2023,78254,other,78865,33,41.84365688201357
Jan,2023,78254,theft,78865,18,22.82381284473467
Jan,2023,78255,assault,18107,2,11.045452035124537
Jan,2023,78255,burglary,18107,1,5.5227260175622686
Jan,2023,78255,drugs,18107,2,11.045452035124537
Jan,2023,78255,mvt,18107,4,22.090904070249074
Jan,2023,78255,other,18107,5,27.613630087811345
Jan,2023,78255,theft,18107,3,16.568178052686807
Jan,2023,78255,weapon,18107,1,5.5227260175622686
Jan,2023,78256,assault,12014,11,91.5598468453471
Jan,2023,78256,burglary,12014,4,33.2944897619444
Jan,2023,78256,drugs,12014,2,16.6472448809722
Jan,2023,78256,mvt,12014,47,391.21025470284667
Jan,2023,78256,other,12014,28,233.0614283336108
Jan,2023,78256,robbery,12014,1,8.3236224404861
Jan,2023,78256,sex crimes,12014,2,16.6472448809722
Jan,2023,78256,theft,12014,10,83.236224404861
Jan,2023,78257,assault,10390,23,221.36669874879695
Jan,2023,78257,burglary,10390,8,76.99711260827719
Jan,2023,78257,drugs,10390,3,28.873917228103945
Jan,2023,78257,mvt,10390,63,606.3522617901829
Jan,2023,78257,other,10390,37,356.111645813282
Jan,2023,78257,robbery,10390,1,9.624639076034649
Jan,2023,78257,theft,10390,25,240.6159769008662
Jan,2023,78258,assault,51672,28,54.18795479176343
Jan,2023,78258,burglary,51672,27,52.25267069205759
Jan,2023,78258,drugs,51672,1,1.9352840997058367
Jan,2023,78258,mvt,51672,67,129.66403468029108
Jan,2023,78258,other,51672,63,121.92289828146772
Jan,2023,78258,robbery,51672,1,1.9352840997058367
Jan,2023,78258,sex crimes,51672,1,1.9352840997058367
Jan,2023,78258,theft,51672,32,61.929091190586774
Jan,2023,78259,assault,26931,7,25.992350822472247
Jan,2023,78259,burglary,26931,6,22.279157847833353
Jan,2023,78259,drugs,26931,1,3.713192974638892
Jan,2023,78259,mvt,26931,36,133.6749470870001
Jan,2023,78259,other,26931,20,74.26385949277784
Jan,2023,78259,theft,26931,10,37.13192974638892
Jan,2023,78260,burglary,37389,1,2.674583433630212
Jan,2023,78260,other,37389,2,5.349166867260424
Jan,2023,78260,theft,37389,4,10.698333734520848
Jan,2023,78264,assault,11702,2,17.091095539224064
Jan,2023,78264,burglary,11702,2,17.091095539224064
Jan,2023,78264,mvt,11702,2,17.091095539224064
Jan,2023,78264,sex crimes,11702,1,8.545547769612032
Jan,2023,78264,theft,11702,1,8.545547769612032
Jan,2023,78266,burglary,7274,4,54.99037668408029
Jan,2023,78266,drugs,7274,2,27.495188342040144
Jan,2023,78266,mvt,7274,2,27.495188342040144
Jan,2023,78266,other,7274,3,41.24278251306021
Jan,2023,78266,theft,7274,3,41.24278251306021
Jan,2023,78266,weapon,7274,1,13.747594171020072
Jan,2024,78201,assault,43426,66,151.9826831851886
Jan,2024,78201,burglary,43426,31,71.38580573849767
Jan,2024,78201,drugs,43426,33,75.9913415925943
Jan,2024,78201,mvt,43426,56,128.9550039147055
Jan,2024,78201,other,43426,140,322.3875097867637
Jan,2024,78201,robbery,43426,4,9.211071708193248
Jan,2024,78201,sex crimes,43426,2,4.605535854096624
Jan,2024,78201,theft,43426,41,94.41348500898079
Jan,2024,78201,weapon,43426,8,18.422143416386497
Jan,2024,78202,assault,9952,42,422.02572347266886
Jan,2024,78202,burglary,9952,13,130.62700964630224
Jan,2024,78202,drugs,9952,15,150.72347266881027
Jan,2024,78202,mvt,9952,31,311.4951768488746
Jan,2024,78202,other,9952,48,482.31511254019296
Jan,2024,78202,robbery,9952,1,10.04823151125402
Jan,2024,78202,sex crimes,9952,3,30.14469453376206
Jan,2024,78202,theft,9952,23,231.10932475884243
Jan,2024,78202,weapon,9952,2,20.09646302250804
Jan,2024,78203,assault,4845,16,330.23735810113516
Jan,2024,78203,burglary,4845,7,144.47884416924666
Jan,2024,78203,drugs,4845,3,61.91950464396285
Jan,2024,78203,mvt,4845,12,247.6780185758514
Jan,2024,78203,other,4845,24,495.3560371517028
Jan,2024,78203,theft,4845,8,165.11867905056758
Jan,2024,78204,assault,11944,26,217.68251841929003
Jan,2024,78204,burglary,11944,12,100.46885465505693
Jan,2024,78204,drugs,11944,6,50.234427327528465
Jan,2024,78204,homicide,11944,1,8.372404554588078
Jan,2024,78204,mvt,11944,26,217.68251841929003
Jan,2024,78204,other,11944,33,276.28935030140656
Jan,2024,78204,robbery,11944,1,8.372404554588078
Jan,2024,78204,sex crimes,11944,1,8.372404554588078
Jan,2024,78204,theft,11944,20,167.44809109176154
Jan,2024,78204,weapon,11944,3,25.117213663764232
Jan,2024,78205,assault,1653,35,2117.3623714458563
Jan,2024,78205,burglary,1653,5,302.48033877797945
Jan,2024,78205,drugs,1653,38,2298.8505747126437
Jan,2024,78205,mvt,1653,88,5323.653962492438
Jan,2024,78205,other,1653,117,7078.039927404719
Jan,2024,78205,robbery,1653,3,181.48820326678765
Jan,2024,78205,theft,1653,29,1754.3859649122805
Jan,2024,78205,weapon,1653,2,120.99213551119178
Jan,2024,78207,arson,54128,3,5.542417972214011
Jan,2024,78207,assault,54128,118,218.0017735737511
Jan,2024,78207,burglary,54128,37,68.35648832397281
Jan,2024,78207,drugs,54128,85,157.035175879397
