zcta,year,month,desc_crime_type,count,population,city,rate
78610,2017,Mar,theft,4.4815487622405466e-4,32692,austin,0.001370839582234353
78610,2017,Apr,assault,4.154583462496187e-5,32692,austin,1.2708257257115462e-4
78610,2017,Apr,burglary,2.2407743811202733e-4,32692,austin,6.854197911171765e-4
78610,2017,Apr,drugs,0.0018884191264360826,32692,austin,0.00577639522340659
78610,2017,Apr,other,0.20317630601702136,32692,austin,0.6214863147467924
78610,2017,Apr,sex crimes,0.06731678248531611,32692,austin,0.20591209618657813
78610,2017,Apr,theft,4.154583462496187e-5,32692,austin,1.2708257257115462e-4
78610,2017,May,assault,2.4639941948934133e-4,32692,austin,7.53699435609144e-4
78610,2017,May,burglary,4.4815487622405466e-4,32692,austin,0.001370839582234353
78610,2017,May,other,0.3387154751244907,32692,austin,1.0360806164336556
78610,2017,May,theft,0.13463356497063222,32692,austin,0.41182419237315626
78610,2017,Jun,assault,2.2321981377314017e-5,32692,austin,6.82796444919675e-5
78610,2017,Jun,burglary,2.2321981377314017e-5,32692,austin,6.82796444919675e-5
78610,2017,Jun,drugs,0.0018884191264360826,32692,austin,0.00577639522340659
78610,2017,Jun,other,0.27877960929040485,32692,austin,0.8527456542591608
78610,2017,Jun,theft,0.3116717226029611,32692,austin,0.9533577713292583
78610,2017,Jul,arson,2.2407743811202733e-4,32692,austin,6.854197911171765e-4
78610,2017,Jul,assault,0.0012321548173323444,32692,austin,0.0037689796198835937
78610,2017,Jul,burglary,0.0673552301918114,32692,austin,0.20602970204273646
78610,2017,Jul,other,1.4950611121596311,32692,austin,4.573171149393219
78610,2017,Jul,sex crimes,2.2321981377314017e-5,32692,austin,6.82796444919675e-5
78610,2017,Jul,theft,2.2407743811202733e-4,32692,austin,6.854197911171765e-4
78610,2017,Aug,assault,4.4815487622405466e-4,32692,austin,0.001370839582234353
78610,2017,Aug,burglary,2.2407743811202733e-4,32692,austin,6.854197911171765e-4
78610,2017,Aug,other,0.0012259585610730121,32692,austin,0.0037500261870580327
78610,2017,Aug,theft,0.13508171984685627,32692,austin,0.4131950319553905
78610,2017,Sep,assault,2.2321981377314017e-5,32692,austin,6.82796444919675e-5
78610,2017,Sep,burglary,0.24525760384623807,32692,austin,0.7502067901818122
78610,2017,Sep,drugs,9.442095632180413e-4,32692,austin,0.002888197611703295
78610,2017,Sep,other,0.3827110895542345,32692,austin,1.1706567036407516
78610,2017,Sep,theft,0.06737755217318872,32692,austin,0.20609798168722845
78610,2017,Oct,burglary,0.06852971344940081,32692,austin,0.2096222728783825
78610,2017,Oct,other,0.06860970699052106,32692,austin,0.209866961307112
78610,2017,Oct,theft,0.20195034745594834,32692,austin,0.6177362885597343
78610,2017,Nov,assault,0.06733910446669343,32692,austin,0.20598037583107007
78610,2017,Nov,drugs,4.4643962754628033e-5,32692,austin,1.36559288983935e-4
78610,2017,Nov,other,0.44817448284678174,32692,austin,1.370899555997742
78610,2017,Nov,theft,0.37874520379691756,32692,austin,1.15852564479664
78610,2017,Dec,assault,0.06731678248531611,32692,austin,0.20591209618657813
78610,2017,Dec,burglary,2.2407743811202733e-4,32692,austin,6.854197911171765e-4
